active_sport,hours_outside,likes_active_leisure,likes_passive_leisure,travels_often,is_extrovert,is_introvert,lives_in_house,lives_in_apartment,park_nearby,has_children,wants_to_love,wants_to_be_loved,monthly_pet_spending,comfortable_noise_level_db,weekly_cleaning_sessions,pet_preference
1,7,1,0,0,1,0,1,0,1,0,1,1,8400,77,2,dog
1,5,1,0,0,1,0,1,0,1,1,1,1,11200,90,1,dog
1,8,1,0,0,1,0,0,1,1,1,1,1,7400,72,2,dog
1,6,1,0,0,1,0,1,0,1,0,1,1,9700,82,1,dog
1,7,1,0,0,1,0,1,0,1,1,1,1,8600,78,2,dog
1,5,1,0,0,1,0,1,0,1,0,1,1,11500,91,1,dog
1,8,1,0,0,1,0,0,1,1,1,1,1,7500,73,2,dog
1,6,1,0,0,1,0,1,0,1,1,1,1,10000,84,1,dog
0,10,0,1,1,0,1,0,1,0,0,1,1,2500,30,5,cat
0,11,0,1,1,0,1,0,1,0,1,1,1,2200,28,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,2800,32,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1800,25,7,cat
0,10,0,1,1,0,1,0,1,0,1,1,1,2600,31,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2300,29,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,2900,33,4,cat
0,12,0,1,1,0,1,0,1,0,1,1,1,1900,26,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2700,32,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2400,28,6,cat
0,9,0,1,1,0,1,0,1,0,1,1,1,3000,34,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1700,24,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2600,31,5,cat
0,11,0,1,1,0,1,0,1,0,1,1,1,2100,27,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,2800,33,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1600,23,7,cat
0,10,0,1,1,0,1,0,1,0,1,1,1,2700,32,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2200,28,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,2900,34,4,cat
0,12,0,1,1,0,1,0,1,0,1,1,1,1500,22,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2500,30,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2300,29,6,cat
0,9,0,1,1,0,1,0,1,0,1,1,1,2800,33,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1800,25,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2600,31,5,cat
0,11,0,1,1,0,1,0,1,0,1,1,1,2400,28,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,3000,34,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1700,24,7,cat
0,10,0,1,1,0,1,0,1,0,1,1,1,2700,32,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2200,28,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,2900,33,4,cat
0,12,0,1,1,0,1,0,1,0,1,1,1,1600,23,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2500,30,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2300,29,6,cat
0,9,0,1,1,0,1,0,1,0,1,1,1,2800,32,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1900,26,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2600,31,5,cat
0,11,0,1,1,0,1,0,1,0,1,1,1,2400,28,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,3000,34,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1800,25,7,cat
0,10,0,1,1,0,1,0,1,0,1,1,1,2700,32,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2200,28,6,cat
0,9,0,1,1,0,1,0,1,0,0,1,1,2900,33,4,cat
0,12,0,1,1,0,1,0,1,0,1,1,1,1700,24,7,cat
0,10,0,1,1,0,1,0,1,0,0,1,1,2500,30,5,cat
0,11,0,1,1,0,1,0,1,0,0,1,1,2300,29,6,cat
0,9,0,1,1,0,1,0,1,0,1,1,1,2800,32,4,cat
0,12,0,1,1,0,1,0,1,0,0,1,1,1900,26,7,cat
0,10,0,1,1,0,1,0,1,0,1,1,1,2600,31,5,cat
